ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-10 19:30,0.94,2.77,0.56,1.77
2022-06-10 19:40,0.94,2.77,0.56,1.77
2022-06-10 19:50,0.95,2.77,0.58,1.76
2022-06-10 20:00,0.96,2.77,0.58,1.72
2022-06-10 20:10,0.97,2.77,0.58,1.71
2022-06-10 20:20,0.99,2.77,0.58,1.7
2022-06-10 20:30,0.99,2.77,0.58,1.7
2022-06-10 20:40,0.99,2.77,0.58,1.72
2022-06-10 20:50,0.99,2.77,0.57,1.72
2022-06-10 21:00,0.98,2.77,0.57,1.72
2022-06-10 21:10,0.98,2.77,0.57,1.72
2022-06-10 21:20,0.97,2.77,0.57,1.72
2022-06-10 21:30,0.95,2.77,0.57,1.73
2022-06-10 21:40,0.95,2.77,0.57,1.74
2022-06-10 21:50,0.95,2.77,0.57,1.74
2022-06-10 22:00,0.96,2.77,0.56,1.75
2022-06-10 22:10,0.97,2.77,0.56,1.75
2022-06-10 22:20,0.97,2.77,0.56,1.75
2022-06-10 22:30,0.97,2.76,0.56,1.75
2022-06-10 22:40,0.98,2.76,0.57,1.74
2022-06-10 22:50,0.98,2.76,0.57,1.74
2022-06-10 23:00,0.98,2.76,0.57,1.74
2022-06-10 23:10,0.99,2.76,0.57,1.74
2022-06-10 23:20,0.99,2.76,0.57,1.74
2022-06-10 23:30,0.99,2.76,0.57,1.75
2022-06-10 23:40,0.99,2.76,0.57,1.75
2022-06-10 23:50,0.96,2.76,0.57,1.75
2022-06-11 00:00,0.96,2.76,0.57,1.75
2022-06-11 00:10,0.96,2.76,0.57,1.74
2022-06-11 00:20,0.96,2.76,0.57,1.75
2022-06-11 00:30,0.97,2.76,0.57,1.75
2022-06-11 00:40,0.97,2.76,0.57,1.75
2022-06-11 00:50,0.96,2.76,0.57,1.74
2022-06-11 01:00,0.96,2.76,0.57,1.75
2022-06-11 01:10,0.97,2.76,0.57,1.75
2022-06-11 01:20,0.98,2.76,0.57,1.75
2022-06-11 01:30,0.98,2.76,0.57,1.75
2022-06-11 01:40,0.98,2.76,0.57,1.75
2022-06-11 01:50,0.98,2.76,0.57,1.74
2022-06-11 02:00,0.98,2.76,0.57,1.75
2022-06-11 02:10,0.98,2.76,0.57,1.75
2022-06-11 02:20,0.98,2.76,0.57,1.75
2022-06-11 02:30,0.97,2.76,0.57,1.75
2022-06-11 02:40,0.98,2.76,0.57,1.76
2022-06-11 02:50,0.97,2.76,0.57,1.76
2022-06-11 03:00,0.97,2.76,0.57,1.76
2022-06-11 03:10,0.97,2.76,0.57,1.75
2022-06-11 03:20,0.97,2.76,0.57,1.75
2022-06-11 03:30,0.97,2.76,0.57,1.75
2022-06-11 03:40,0.96,2.76,0.57,1.75
2022-06-11 03:50,0.96,2.76,0.57,1.75
2022-06-11 04:00,0.97,2.76,0.57,1.75
2022-06-11 04:10,0.96,2.76,0.57,1.75
2022-06-11 04:20,0.96,2.76,0.57,1.75
2022-06-11 04:30,0.96,2.76,0.57,1.75
2022-06-11 04:40,0.97,2.76,0.57,1.75
2022-06-11 04:50,0.97,2.76,0.57,1.75
2022-06-11 05:00,0.96,2.75,0.57,1.82
2022-06-11 05:10,0.96,2.75,0.57,1.82
2022-06-11 05:20,0.96,2.75,0.57,1.84
2022-06-11 05:30,0.96,2.75,0.57,1.84
2022-06-11 05:40,0.96,2.75,0.61,1.84
2022-06-11 05:50,0.97,2.81,0.66,1.83
2022-06-11 06:00,1.03,2.83,0.66,1.81
2022-06-11 06:10,1.08,2.83,0.67,1.77
2022-06-11 06:20,1.13,2.84,0.67,1.75
2022-06-11 06:30,1.13,2.84,0.67,1.75
2022-06-11 06:40,1.14,2.87,0.67,1.75
2022-06-11 06:50,1.16,2.89,0.67,1.77
2022-06-11 07:00,1.14,2.85,0.65,1.77
2022-06-11 07:10,1.11,2.83,0.64,1.77
2022-06-11 07:20,1.07,2.83,0.64,1.78
2022-06-11 07:30,1.07,2.83,0.64,1.78
2022-06-11 07:40,0.99,2.81,0.64,1.84
2022-06-11 07:50,0.99,2.81,0.64,1.84
2022-06-11 08:00,0.98,2.77,0.62,1.83
2022-06-11 08:10,0.98,2.77,0.61,1.83
2022-06-11 08:20,1.03,2.77,0.61,1.83
2022-06-11 08:30,1.09,2.79,0.61,1.82
2022-06-11 08:40,1.09,2.83,0.62,1.8
2022-06-11 08:50,1.12,2.87,0.66,1.77
2022-06-11 09:00,1.14,2.88,0.69,1.75
2022-06-11 09:10,1.14,2.88,0.69,1.75
2022-06-11 09:20,1.16,2.88,0.7,1.74
2022-06-11 09:30,1.17,2.89,0.7,1.75
2022-06-11 09:40,1.17,2.89,0.7,1.8
2022-06-11 09:50,1.17,2.89,0.7,1.8
2022-06-11 10:00,1.16,2.89,0.7,1.85
2022-06-11 10:10,1.12,2.89,0.71,1.86
2022-06-11 10:20,1.12,2.89,0.71,1.86
2022-06-11 10:30,1.03,2.87,0.74,1.88
2022-06-11 10:40,1.03,2.87,0.74,1.88
2022-06-11 10:50,1.04,2.84,0.68,1.89
2022-06-11 11:00,1.05,2.84,0.67,1.89
2022-06-11 11:10,1.05,2.84,0.67,1.89
2022-06-11 11:20,1.07,2.84,0.67,1.88
2022-06-11 11:30,1.07,2.84,0.67,1.88
2022-06-11 11:40,1.07,2.84,0.67,1.84
2022-06-11 11:50,1.07,2.84,0.67,1.84
2022-06-11 12:00,1.09,2.84,0.67,1.77
2022-06-11 12:10,1.09,2.85,0.67,1.77
2022-06-11 12:20,1.09,2.85,0.64,1.76
2022-06-11 12:30,1.09,2.85,0.64,1.76
2022-06-11 12:40,1.08,2.82,0.63,1.76
2022-06-11 12:50,1.04,2.81,0.63,1.77
2022-06-11 13:00,1.04,2.81,0.63,1.77
2022-06-11 13:10,1.04,2.81,0.63,1.77
2022-06-11 13:20,0.98,2.79,0.63,1.77
2022-06-11 13:30,0.99,2.78,0.61,1.77
2022-06-11 13:40,0.99,2.78,0.61,1.77
2022-06-11 13:50,0.99,2.78,0.6,1.77
2022-06-11 14:00,1.0,2.77,0.6,1.77
2022-06-11 14:10,1.0,2.77,0.6,1.77
2022-06-11 14:20,1.0,2.77,0.6,1.74
2022-06-11 14:30,1.01,2.77,0.6,1.72
2022-06-11 14:40,1.01,2.77,0.6,1.72
2022-06-11 14:50,1.0,2.77,0.6,1.71
2022-06-11 15:00,1.0,2.77,0.6,1.71
2022-06-11 15:10,1.01,2.77,0.58,1.71
2022-06-11 15:20,1.0,2.77,0.58,1.71
2022-06-11 15:30,1.0,2.77,0.57,1.71
2022-06-11 15:40,1.0,2.77,0.57,1.71
2022-06-11 15:50,0.99,2.77,0.59,1.71
2022-06-11 16:00,0.96,2.77,0.57,1.71
2022-06-11 16:10,0.96,2.77,0.57,1.71
2022-06-11 16:20,0.96,2.77,0.57,1.71
2022-06-11 16:30,0.96,2.77,0.56,1.7
2022-06-11 16:40,0.96,2.77,0.56,1.7
2022-06-11 16:50,0.96,2.77,0.56,1.75
2022-06-11 17:00,0.95,2.77,0.55,1.78
2022-06-11 17:10,0.95,2.77,0.56,1.78
2022-06-11 17:20,0.95,2.77,0.57,1.79
2022-06-11 17:30,0.95,2.77,0.57,1.79
2022-06-11 17:40,0.95,2.77,0.62,1.78
2022-06-11 17:50,0.95,2.81,0.66,1.78
2022-06-11 18:00,1.01,2.82,0.66,1.78
2022-06-11 18:10,1.07,2.82,0.67,1.77
2022-06-11 18:20,1.1,2.83,0.67,1.74
2022-06-11 18:30,1.1,2.83,0.67,1.74
2022-06-11 18:40,1.13,2.89,0.69,1.69
2022-06-11 18:50,1.13,2.89,0.69,1.69
2022-06-11 19:00,1.14,2.88,0.67,1.68
2022-06-11 19:10,1.14,2.88,0.67,1.68
2022-06-11 19:20,1.08,2.82,0.63,1.7
2022-06-11 19:30,1.04,2.8,0.62,1.72
2022-06-11 19:40,0.98,2.78,0.61,1.75
2022-06-11 19:50,0.98,2.78,0.61,1.75
2022-06-11 20:00,0.93,2.77,0.58,1.76
2022-06-11 20:10,0.91,2.77,0.56,1.77
2022-06-11 20:20,0.89,2.77,0.55,1.76
2022-06-11 20:30,0.89,2.77,0.54,1.76
2022-06-11 20:40,0.89,2.77,0.53,1.75
2022-06-11 20:50,0.9,2.77,0.53,1.72
2022-06-11 21:00,0.92,2.77,0.53,1.7
2022-06-11 21:10,0.92,2.77,0.52,1.69
2022-06-11 21:20,0.92,2.77,0.51,1.7
2022-06-11 21:30,0.92,2.77,0.51,1.7
2022-06-11 21:40,0.92,2.77,0.51,1.69
2022-06-11 21:50,0.91,2.76,0.51,1.68
2022-06-11 22:00,0.91,2.76,0.51,1.68
2022-06-11 22:10,0.87,2.76,0.53,1.67
2022-06-11 22:20,0.87,2.76,0.53,1.67
2022-06-11 22:30,0.88,2.76,0.53,1.68
2022-06-11 22:40,0.91,2.76,0.52,1.69
2022-06-11 22:50,0.9,2.75,0.5,1.69
2022-06-11 23:00,0.89,2.75,0.5,1.69
2022-06-11 23:10,0.89,2.75,0.5,1.69
2022-06-11 23:20,0.89,2.75,0.51,1.68
2022-06-11 23:30,0.89,2.75,0.51,1.68
2022-06-11 23:40,0.89,2.75,0.51,1.67
2022-06-11 23:50,0.9,2.74,0.51,1.67
2022-06-12 00:00,0.9,2.74,0.51,1.67
2022-06-12 00:10,0.9,2.74,0.51,1.68
2022-06-12 00:20,0.9,2.74,0.51,1.69
2022-06-12 00:30,0.89,2.74,0.51,1.69
2022-06-12 00:40,0.89,2.74,0.51,1.69
2022-06-12 00:50,0.89,2.74,0.51,1.69
2022-06-12 01:00,0.87,2.74,0.51,1.69
2022-06-12 01:10,0.86,2.73,0.51,1.69
2022-06-12 01:20,0.86,2.73,0.51,1.69
2022-06-12 01:30,0.89,2.73,0.51,1.69
2022-06-12 01:40,0.88,2.73,0.51,1.7
2022-06-12 01:50,0.89,2.73,0.51,1.69
2022-06-12 02:00,0.89,2.73,0.51,1.69
2022-06-12 02:10,0.88,2.73,0.51,1.7
2022-06-12 02:20,0.88,2.73,0.51,1.69
2022-06-12 02:30,0.89,2.73,0.51,1.68
2022-06-12 02:40,0.88,2.72,0.51,1.68
2022-06-12 02:50,0.88,2.72,0.51,1.68
2022-06-12 03:00,0.89,2.72,0.51,1.68
2022-06-12 03:10,0.89,2.72,0.51,1.69
2022-06-12 03:20,0.89,2.72,0.51,1.69
2022-06-12 03:30,0.88,2.72,0.51,1.69
2022-06-12 03:40,0.88,2.72,0.51,1.69
2022-06-12 03:50,0.88,2.72,0.51,1.69
2022-06-12 04:00,0.88,2.72,0.51,1.69
2022-06-12 04:10,0.87,2.72,0.51,1.69
2022-06-12 04:20,0.87,2.72,0.51,1.69
2022-06-12 04:30,0.89,2.72,0.51,1.68
2022-06-12 04:40,0.89,2.72,0.51,1.68
2022-06-12 04:50,0.89,2.72,0.51,1.68
2022-06-12 05:00,0.89,2.71,0.51,1.68
2022-06-12 05:10,0.89,2.71,0.51,1.69
2022-06-12 05:20,0.89,2.71,0.51,1.79
2022-06-12 05:30,0.89,2.71,0.51,1.83
2022-06-12 05:40,0.89,2.71,0.51,1.86
2022-06-12 05:50,0.89,2.71,0.51,1.86
2022-06-12 06:00,0.89,2.71,0.62,1.9
2022-06-12 06:10,0.89,2.71,0.62,1.9
2022-06-12 06:20,0.89,2.79,0.66,1.91
2022-06-12 06:30,1.05,2.85,0.72,1.91
2022-06-12 06:40,0.97,2.83,0.69,1.91
2022-06-12 06:50,1.19,2.92,0.74,1.91
2022-06-12 07:00,1.24,2.97,0.78,1.89
2022-06-12 07:10,1.26,3.01,0.82,1.88
2022-06-12 07:20,1.28,3.03,0.84,1.86
2022-06-12 07:30,1.28,3.04,0.85,1.82
2022-06-12 07:40,1.29,3.04,0.85,1.79
2022-06-12 07:50,1.28,3.03,0.83,1.8
2022-06-12 08:00,1.25,3.01,0.79,1.84
2022-06-12 08:10,1.22,2.97,0.77,1.87
2022-06-12 08:20,1.18,2.93,0.74,1.89
2022-06-12 08:30,1.14,2.9,0.72,1.9
2022-06-12 08:40,1.09,2.87,0.72,1.9
2022-06-12 08:50,1.05,2.87,0.71,1.9
2022-06-12 09:00,1.01,2.86,0.7,1.89
2022-06-12 09:10,1.01,2.86,0.7,1.89
2022-06-12 09:20,1.02,2.83,0.67,1.86
2022-06-12 09:30,1.02,2.83,0.67,1.86
2022-06-12 09:40,1.04,2.82,0.64,1.82
2022-06-12 09:50,1.06,2.82,0.63,1.8
2022-06-12 10:00,1.05,2.82,0.63,1.78
2022-06-12 10:10,1.04,2.81,0.62,1.75
2022-06-12 10:20,1.04,2.8,0.62,1.73
2022-06-12 10:30,1.03,2.79,0.61,1.72
2022-06-12 10:40,1.01,2.78,0.6,1.72
2022-06-12 10:50,0.99,2.77,0.58,1.72
2022-06-12 11:00,0.97,2.77,0.57,1.72
2022-06-12 11:10,0.96,2.77,0.55,1.73
2022-06-12 11:20,0.96,2.77,0.55,1.73
2022-06-12 11:30,0.92,2.77,0.54,1.77
2022-06-12 11:40,0.91,2.77,0.53,1.76
2022-06-12 11:50,0.91,2.77,0.53,1.76
2022-06-12 12:00,0.9,2.77,0.55,1.75
2022-06-12 12:10,0.89,2.77,0.56,1.74
2022-06-12 12:20,0.92,2.77,0.55,1.72
2022-06-12 12:30,0.95,2.77,0.54,1.71
2022-06-12 12:40,1.0,2.77,0.54,1.7
2022-06-12 12:50,1.0,2.77,0.54,1.7
2022-06-12 13:00,0.99,2.77,0.53,1.69
2022-06-12 13:10,0.98,2.77,0.56,1.68
2022-06-12 13:20,0.97,2.77,0.55,1.69
2022-06-12 13:30,0.96,2.77,0.55,1.68
2022-06-12 13:40,0.96,2.77,0.55,1.68
2022-06-12 13:50,0.94,2.77,0.55,1.69
2022-06-12 14:00,0.94,2.77,0.54,1.7
2022-06-12 14:10,0.92,2.77,0.52,1.74
2022-06-12 14:20,0.92,2.77,0.53,1.74
2022-06-12 14:30,0.92,2.76,0.52,1.73
2022-06-12 14:40,0.92,2.76,0.53,1.72
2022-06-12 14:50,0.92,2.76,0.53,1.72
2022-06-12 15:00,0.92,2.76,0.53,1.71
2022-06-12 15:10,0.92,2.76,0.53,1.69
2022-06-12 15:20,0.93,2.76,0.53,1.68
2022-06-12 15:30,0.95,2.76,0.53,1.67
2022-06-12 15:40,0.94,2.76,0.52,1.67
2022-06-12 15:50,0.94,2.76,0.52,1.67
2022-06-12 16:00,0.95,2.76,0.53,1.67
2022-06-12 16:10,0.94,2.75,0.53,1.66
2022-06-12 16:20,0.94,2.75,0.53,1.67
2022-06-12 16:30,0.93,2.75,0.53,1.67
2022-06-12 16:40,0.92,2.75,0.53,1.67
2022-06-12 16:50,0.92,2.75,0.52,1.68
2022-06-12 17:00,0.92,2.75,0.52,1.68
2022-06-12 17:10,0.92,2.75,0.52,1.68
2022-06-12 17:20,0.92,2.75,0.52,1.68
2022-06-12 17:30,0.92,2.75,0.52,1.71
2022-06-12 17:40,0.92,2.74,0.52,1.76
2022-06-12 17:50,0.92,2.74,0.51,1.79
2022-06-12 18:00,0.92,2.74,0.51,1.79
2022-06-12 18:10,0.92,2.74,0.52,1.81
2022-06-12 18:20,0.94,2.74,0.58,1.82
2022-06-12 18:30,0.94,2.8,0.66,1.83
2022-06-12 18:40,0.94,2.8,0.66,1.83
2022-06-12 18:50,1.0,2.83,0.68,1.83
2022-06-12 19:00,1.14,2.86,0.71,1.83
2022-06-12 19:10,1.17,2.89,0.72,1.82
2022-06-12 19:20,1.2,2.95,0.74,1.8
2022-06-12 19:30,1.2,2.95,0.74,1.8
2022-06-12 19:40,1.23,2.97,0.78,1.74
2022-06-12 19:50,1.24,2.97,0.77,1.74
2022-06-12 20:00,1.22,2.95,0.75,1.75
2022-06-12 20:10,1.2,2.92,0.72,1.79
2022-06-12 20:20,1.2,2.92,0.72,1.79
2022-06-12 20:30,1.12,2.86,0.69,1.87
2022-06-12 20:40,1.08,2.86,0.69,1.88
2022-06-12 20:50,1.04,2.85,0.68,1.89
2022-06-12 21:00,1.01,2.84,0.68,1.89
2022-06-12 21:10,1.0,2.83,0.68,1.89
2022-06-12 21:20,1.01,2.83,0.68,1.89
2022-06-12 21:30,1.03,2.83,0.66,1.87
2022-06-12 21:40,1.03,2.83,0.66,1.87
2022-06-12 21:50,1.08,2.83,0.65,1.84
2022-06-12 22:00,1.08,2.83,0.65,1.84
2022-06-12 22:10,1.09,2.84,0.65,1.79
2022-06-12 22:20,1.09,2.84,0.66,1.77
2022-06-12 22:30,1.1,2.84,0.66,1.76
2022-06-12 22:40,1.09,2.84,0.66,1.76
2022-06-12 22:50,1.07,2.84,0.65,1.77
2022-06-12 23:00,1.06,2.83,0.65,1.79
2022-06-12 23:10,1.05,2.82,0.64,1.81
2022-06-12 23:20,1.02,2.81,0.63,1.81
2022-06-12 23:30,1.0,2.8,0.63,1.81
2022-06-12 23:40,0.99,2.79,0.62,1.81
2022-06-12 23:50,0.99,2.79,0.62,1.8
2022-06-13 00:00,0.98,2.79,0.62,1.8
2022-06-13 00:10,0.99,2.79,0.62,1.79
2022-06-13 00:20,1.0,2.79,0.62,1.78
2022-06-13 00:30,1.0,2.79,0.62,1.78
2022-06-13 00:40,1.01,2.79,0.61,1.78
2022-06-13 00:50,1.02,2.79,0.61,1.77
2022-06-13 01:00,1.02,2.79,0.61,1.76
2022-06-13 01:10,1.02,2.79,0.61,1.76
2022-06-13 01:20,1.0,2.79,0.61,1.75
2022-06-13 01:30,0.99,2.78,0.6,1.75
2022-06-13 01:40,0.97,2.78,0.6,1.75
2022-06-13 01:50,0.98,2.77,0.6,1.75
2022-06-13 02:00,0.98,2.77,0.6,1.75
2022-06-13 02:10,0.98,2.77,0.59,1.76
2022-06-13 02:20,0.99,2.77,0.59,1.76
2022-06-13 02:30,0.97,2.77,0.59,1.76
2022-06-13 02:40,0.98,2.77,0.59,1.76
2022-06-13 02:50,0.98,2.77,0.59,1.75
2022-06-13 03:00,0.98,2.77,0.59,1.75
2022-06-13 03:10,1.0,2.77,0.59,1.75
2022-06-13 03:20,1.0,2.77,0.59,1.75
2022-06-13 03:30,0.99,2.77,0.59,1.75
2022-06-13 03:40,1.0,2.77,0.59,1.76
2022-06-13 03:50,0.99,2.77,0.59,1.76
2022-06-13 04:00,0.99,2.77,0.59,1.76
2022-06-13 04:10,0.99,2.77,0.59,1.77
2022-06-13 04:20,1.0,2.77,0.59,1.78
2022-06-13 04:30,1.01,2.77,0.59,1.77
2022-06-13 04:40,1.01,2.77,0.59,1.77
2022-06-13 04:50,1.02,2.78,0.6,1.78
2022-06-13 05:00,1.01,2.77,0.6,1.78
2022-06-13 05:10,1.03,2.79,0.61,1.78
2022-06-13 05:20,1.03,2.79,0.61,1.77
2022-06-13 05:30,1.03,2.79,0.61,1.79
2022-06-13 05:40,1.03,2.79,0.61,1.91
2022-06-13 05:50,1.03,2.79,0.61,2.01
2022-06-13 06:00,1.03,2.79,0.62,2.08
2022-06-13 06:10,1.03,2.79,0.66,2.15
2022-06-13 06:20,1.03,2.84,0.78,2.19
2022-06-13 06:30,1.04,2.97,0.86,2.23
2022-06-13 06:40,1.09,3.02,0.93,2.26
2022-06-13 06:50,1.2,3.09,0.99,2.28
2022-06-13 07:00,1.38,3.12,1.03,2.3
2022-06-13 07:10,1.49,3.16,1.07,2.31
2022-06-13 07:20,1.59,3.3,1.1,2.32
2022-06-13 07:30,1.59,3.3,1.1,2.32
2022-06-13 07:40,1.72,3.45,1.25,2.31
2022-06-13 07:50,1.77,3.49,1.3,2.27
2022-06-13 08:00,1.92,3.52,1.32,2.23
2022-06-13 08:10,1.94,3.57,1.33,2.2
2022-06-13 08:20,1.94,3.57,1.33,2.2
2022-06-13 08:30,1.93,3.63,1.4,2.22
2022-06-13 08:40,1.91,3.58,1.37,2.25
2022-06-13 08:50,1.88,3.54,1.32,2.28
2022-06-13 09:00,1.83,3.49,1.28,2.3
2022-06-13 09:10,1.77,3.44,1.27,2.35
2022-06-13 09:20,1.72,3.43,1.26,2.37
2022-06-13 09:30,1.72,3.43,1.26,2.37
2022-06-13 09:40,1.6,3.39,1.21,2.35
2022-06-13 09:50,1.53,3.36,1.2,2.34
2022-06-13 10:00,1.53,3.31,1.18,2.32
2022-06-13 10:10,1.5,3.29,1.12,2.3
2022-06-13 10:20,1.49,3.27,1.1,2.28
2022-06-13 10:30,1.46,3.26,1.08,2.26
2022-06-13 10:40,1.46,3.24,1.06,2.23
2022-06-13 10:50,1.44,3.22,1.04,2.18
2022-06-13 11:00,1.44,3.22,1.04,2.18
2022-06-13 11:10,1.4,3.18,1.0,2.11
2022-06-13 11:20,1.4,3.18,1.0,2.11
2022-06-13 11:30,1.36,3.14,0.95,2.08
2022-06-13 11:40,1.34,3.1,0.91,2.06
2022-06-13 11:50,1.34,3.1,0.91,2.06
2022-06-13 12:00,1.31,3.08,0.89,2.04
2022-06-13 12:10,1.26,3.04,0.86,2.04
2022-06-13 12:20,1.23,3.02,0.84,2.05
2022-06-13 12:30,1.21,3.0,0.82,2.04
2022-06-13 12:40,1.19,2.98,0.8,2.02
2022-06-13 12:50,1.18,2.95,0.82,2.0
2022-06-13 13:00,1.18,2.95,0.82,2.0
2022-06-13 13:10,1.15,2.97,0.8,1.98
2022-06-13 13:20,1.18,2.96,0.78,1.96
2022-06-13 13:30,1.16,2.95,0.77,1.95
2022-06-13 13:40,1.2,2.94,0.76,1.93
2022-06-13 13:50,1.19,2.93,0.75,1.92
2022-06-13 14:00,1.18,2.94,0.75,1.91
2022-06-13 14:10,1.18,2.94,0.75,1.91
2022-06-13 14:20,1.16,2.93,0.76,1.88
2022-06-13 14:30,1.16,2.94,0.76,1.89
2022-06-13 14:40,1.16,2.94,0.76,1.89
2022-06-13 14:50,1.15,2.92,0.74,1.87
2022-06-13 15:00,1.15,2.92,0.74,1.87
2022-06-13 15:10,1.14,2.93,0.75,1.88
2022-06-13 15:20,1.15,2.93,0.73,1.87
2022-06-13 15:30,1.15,2.92,0.72,1.87
2022-06-13 15:40,1.15,2.9,0.73,1.87
2022-06-13 15:50,1.13,2.91,0.73,1.88
2022-06-13 16:00,1.12,2.91,0.74,1.88
2022-06-13 16:10,1.12,2.91,0.73,1.88
2022-06-13 16:20,1.1,2.91,0.73,1.88
2022-06-13 16:30,1.1,2.91,0.73,1.88
2022-06-13 16:40,1.1,2.9,0.73,1.88
2022-06-13 16:50,1.09,2.89,0.72,1.89
2022-06-13 17:00,1.1,2.89,0.72,1.89
2022-06-13 17:10,1.06,2.89,0.72,1.88
2022-06-13 17:20,1.06,2.89,0.72,1.88
2022-06-13 17:30,1.06,2.86,0.71,1.86
2022-06-13 17:40,1.06,2.86,0.71,1.86
2022-06-13 17:50,1.06,2.86,0.68,1.86
2022-06-13 18:00,1.06,2.86,0.68,1.86
2022-06-13 18:10,1.06,2.85,0.68,1.91
2022-06-13 18:20,1.06,2.85,0.68,1.91
2022-06-13 18:30,1.05,2.84,0.66,2.02
2022-06-13 18:40,1.05,2.84,0.66,2.04
2022-06-13 18:50,1.04,2.84,0.76,2.05
2022-06-13 19:00,1.04,2.93,0.82,2.06
2022-06-13 19:10,1.03,2.98,0.85,2.08
2022-06-13 19:20,1.14,3.0,0.88,2.09
2022-06-13 19:30,1.22,3.02,0.9,2.09
2022-06-13 19:40,1.34,3.04,0.91,2.08
2022-06-13 19:50,1.38,3.1,0.93,2.06
2022-06-13 20:00,1.43,3.18,0.97,2.03
2022-06-13 20:10,1.45,3.21,1.01,1.99
2022-06-13 20:20,1.47,3.21,1.02,1.95
2022-06-13 20:30,1.49,3.22,1.01,1.93
2022-06-13 20:40,1.48,3.21,0.98,1.93
2022-06-13 20:50,1.45,3.17,0.95,1.98
2022-06-13 21:00,1.4,3.12,0.91,2.03
2022-06-13 21:10,1.34,3.08,0.9,2.06
2022-06-13 21:20,1.27,3.05,0.88,2.08
2022-06-13 21:30,1.21,3.03,0.87,2.08
2022-06-13 21:40,1.17,3.01,0.87,2.08
2022-06-13 21:50,1.14,3.01,0.86,2.08
2022-06-13 22:00,1.14,3.0,0.84,2.07
2022-06-13 22:10,1.17,2.99,0.82,2.05
2022-06-13 22:20,1.2,2.98,0.82,2.04
2022-06-13 22:30,1.21,2.98,0.81,2.01
2022-06-13 22:40,1.21,2.98,0.81,2.01
2022-06-13 22:50,1.22,2.99,0.81,1.98
2022-06-13 23:00,1.23,2.99,0.81,1.92
2022-06-13 23:10,1.22,2.99,0.81,1.91
2022-06-13 23:20,1.2,2.99,0.83,1.9
2022-06-13 23:30,1.2,2.99,0.83,1.9
2022-06-13 23:40,1.2,2.99,0.83,1.9
2022-06-13 23:50,1.19,2.97,0.79,1.91
2022-06-14 00:00,1.14,2.93,0.76,1.94
2022-06-14 00:10,1.11,2.92,0.75,1.94
2022-06-14 00:20,1.09,2.91,0.75,1.94
2022-06-14 00:30,1.09,2.91,0.75,1.93
2022-06-14 00:40,1.09,2.91,0.74,1.92
2022-06-14 00:50,1.09,2.9,0.73,1.91
2022-06-14 01:00,1.1,2.9,0.73,1.9
2022-06-14 01:10,1.1,2.9,0.73,1.9
2022-06-14 01:20,1.11,2.9,0.72,1.88
2022-06-14 01:30,1.11,2.9,0.72,1.87
2022-06-14 01:40,1.1,2.89,0.72,1.86
2022-06-14 01:50,1.1,2.89,0.71,1.86
2022-06-14 02:00,1.08,2.89,0.71,1.85
2022-06-14 02:10,1.08,2.88,0.7,1.85
2022-06-14 02:20,1.07,2.87,0.7,1.86
2022-06-14 02:30,1.06,2.86,0.69,1.86
2022-06-14 02:40,1.06,2.86,0.69,1.86
2022-06-14 02:50,1.04,2.85,0.68,1.86
2022-06-14 03:00,1.04,2.85,0.68,1.86
2022-06-14 03:10,1.04,2.84,0.67,1.85
2022-06-14 03:20,1.03,2.84,0.67,1.85
2022-06-14 03:30,1.03,2.84,0.67,1.84
2022-06-14 03:40,1.03,2.84,0.67,1.84
2022-06-14 03:50,1.03,2.83,0.66,1.83
2022-06-14 04:00,1.03,2.83,0.66,1.83
2022-06-14 04:10,1.03,2.83,0.66,1.82
2022-06-14 04:20,1.03,2.83,0.65,1.82
2022-06-14 04:30,1.03,2.82,0.65,1.82
2022-06-14 04:40,1.02,2.82,0.65,1.82
2022-06-14 04:50,1.02,2.82,0.65,1.81
2022-06-14 05:00,1.01,2.82,0.64,1.81
2022-06-14 05:10,1.01,2.82,0.64,1.81
2022-06-14 05:20,1.0,2.81,0.64,1.81
2022-06-14 05:30,1.01,2.81,0.64,1.81
2022-06-14 05:40,0.99,2.8,0.63,1.82
2022-06-14 05:50,0.99,2.8,0.63,1.82
2022-06-14 06:00,0.99,2.8,0.63,1.81
2022-06-14 06:10,0.99,2.8,0.63,1.81
2022-06-14 06:20,0.98,2.79,0.62,1.91
2022-06-14 06:30,0.98,2.79,0.62,2.13
2022-06-14 06:40,0.98,2.79,0.62,2.23
2022-06-14 06:50,0.99,2.79,0.77,2.29
2022-06-14 07:00,0.98,2.95,0.87,2.35
2022-06-14 07:10,0.98,2.95,0.87,2.35
2022-06-14 07:20,1.16,3.1,1.05,2.44
2022-06-14 07:30,1.16,3.1,1.05,2.44
2022-06-14 07:40,1.51,3.21,1.18,2.51
2022-06-14 07:50,1.51,3.21,1.18,2.51
2022-06-14 08:00,1.61,3.36,1.23,2.53
2022-06-14 08:10,1.83,3.61,1.42,2.55
2022-06-14 08:20,1.91,3.67,1.5,2.55
2022-06-14 08:30,1.98,3.74,1.54,2.52
2022-06-14 08:40,2.03,3.79,1.59,2.49
2022-06-14 08:50,2.07,3.82,1.61,2.47
2022-06-14 09:00,2.11,3.83,1.61,2.46
2022-06-14 09:10,2.1,3.82,1.6,2.45
2022-06-14 09:20,2.08,3.78,1.56,2.45
2022-06-14 09:30,2.02,3.73,1.51,2.46
